huff,novel.txt,23.41,22.44,21.65,29.13,23.55,27.23,25.29,26.66,23.58,23.12
huff,binary.exe,26.78,25.5,30.59,26.15,27.13,26.81,25.59,27.98,27.86,26.97
huff,zero.bin,42.81,39.53,39.92,42.93,42.25,41.13,40.77,39.57,38.07,40.28
