huff,novel.txt,13.83,14.34,14.04,14.1,14.61,17.65,13.15,14.57,13.94,14.38
huff,binary.exe,16.13,15.34,15.12,14.41,14.56,15.77,13.83,14.24,13.45,14.59
huff,zero.bin,28.01,24.32,27.39,24.6,25.14,27.45,24.27,25.05,23.35,22.08
